seq_id,pred_model,bit_score,evalue,pred_class
tr|F8B2G0|F8B2G0_9ACTN,,,,NO_HIT
tr|F8W4I7|F8W4I7_DANRE,8ca.beta.45,124.8,1.8e-39,beta
tr|G1KIY0|G1KIY0_ANOCA,8ca.beta.45,100.5,4.6e-32,beta
tr|G1L6Y9|G1L6Y9_AILME,8ca.beta.45,170.5,2e-53,beta
tr|G1L761|G1L761_AILME,8ca.beta.45,161.9,8.5e-51,beta
tr|G1LCC1|G1LCC1_AILME,8ca.beta.45,104.8,2.4e-33,beta
tr|G1LNI9|G1LNI9_AILME,8ca.beta.45,121.1,2.4e-38,beta
tr|G1MA58|G1MA58_AILME,8ca.beta.45,109.9,6.6e-35,beta
tr|G1MFG7|G1MFG7_AILME,8ca.beta.45,148.6,1e-46,beta
tr|G1N6Y5|G1N6Y5_MELGA,8ca.beta.45,115.9,9.6e-37,beta
tr|G1PIB4|G1PIB4_MYOLU,8ca.beta.45,123.2,5.5999999999999996e-39,beta
tr|G1QEP0|G1QEP0_MYOLU,8ca.beta.45,92.1,1.7e-29,beta
tr|G1QHM0|G1QHM0_NOMLE,8ca.beta.45,117.0,4.3e-37,beta
tr|G1QRE6|G1QRE6_NOMLE,8ca.beta.45,164.9,1.1e-51,beta
tr|G1QRL6|G1QRL6_NOMLE,8ca.beta.45,164.6,1.3e-51,beta
tr|G1RDD4|G1RDD4_NOMLE,8ca.beta.45,127.8,2.3e-40,beta
tr|G1RLQ9|G1RLQ9_NOMLE,8ca.beta.45,108.9,1.3e-34,beta
tr|G1SYS8|G1SYS8_RABIT,8ca.beta.45,126.1,7.4e-40,beta
tr|G1T4Z5|G1T4Z5_RABIT,8ca.beta.45,103.6,5.3000000000000004e-33,beta
tr|G3MXS7|G3MXS7_BOVIN,8ca.beta.45,109.9,6.4e-35,beta
tr|G3PB87|G3PB87_GASAC,8ca.beta.45,126.3,6.4e-40,beta
tr|G3QVF1|G3QVF1_GORGO,8ca.beta.45,107.6,3.4e-34,beta
tr|G3QX28|G3QX28_GORGO,8ca.beta.45,128.1,1.8e-40,beta
tr|G3R544|G3R544_GORGO,8ca.beta.45,157.4,2.1e-49,beta
tr|G3RF47|G3RF47_GORGO,8ca.beta.45,168.6,7.9e-53,beta
tr|G3S9C4|G3S9C4_GORGO,8ca.beta.45,150.9,2e-47,beta
tr|G3SU75|G3SU75_LOXAF,8ca.beta.45,169.2,5.0999999999999995e-53,beta
tr|G3SUI0|G3SUI0_LOXAF,8ca.beta.45,106.2,8.4e-34,beta
tr|G3T0F8|G3T0F8_LOXAF,8ca.beta.45,132.7,7.4e-42,beta
tr|G3TFT8|G3TFT8_LOXAF,8ca.beta.45,97.3,4.4e-31,beta
tr|G3UCJ1|G3UCJ1_LOXAF,8ca.beta.45,118.2,1.9e-37,beta
tr|G3WWI5|G3WWI5_SARHA,8ca.beta.45,111.4,2.2e-35,beta
tr|G3X0A8|G3X0A8_SARHA,8ca.beta.45,111.8,1.6999999999999999e-35,beta
tr|G3XMM1|G3XMM1_ASPNA,8ca.alpha.45,29.8,1.6e-10,alpha
tr|G4NJP0|G4NJP0_PYRO7,8ca.alpha.45,22.6,2.7e-08,alpha
tr|G4T881|G4T881_SERID,8ca.alpha.45,23.5,1.4e-08,alpha
tr|G5AX21|G5AX21_HETGA,8ca.beta.45,126.0,8e-40,beta
tr|G7PC54|G7PC54_MACFA,8ca.beta.45,159.1,6.2e-50,beta
tr|G9MF30|G9MF30_HYPVG,8ca.alpha.45,23.8,1.1e-08,alpha
tr|G9NV50|G9NV50_HYPAI,8ca.alpha.45,26.1,2.3e-09,alpha
tr|H0QYY9|H0QYY9_9ACTN,8ca.alpha.45,22.9,2.2e-08,alpha
tr|H0UTU7|H0UTU7_CAVPO,8ca.beta.45,130.3,3.8e-41,beta
tr|H0V0A9|H0V0A9_CAVPO,8ca.beta.45,111.5,2e-35,beta
tr|H0VB71|H0VB71_CAVPO,8ca.beta.45,152.5,6.5e-48,beta
tr|H0VMF5|H0VMF5_CAVPO,8ca.beta.45,176.2,3.7e-55,beta
tr|H0WI59|H0WI59_OTOGA,8ca.beta.45,167.1,2.3e-52,beta
tr|H0WPZ3|H0WPZ3_OTOGA,8ca.beta.45,169.4,4.5e-53,beta
tr|H0X5I6|H0X5I6_OTOGA,8ca.beta.45,126.2,6.9999999999999995e-40,beta
tr|H0XEL7|H0XEL7_OTOGA,8ca.beta.45,92.8,1.1e-29,beta
tr|H0YBE2|H0YBE2_HUMAN,8ca.beta.45,97.0,5.7e-31,beta
tr|H0YUH0|H0YUH0_TAEGU,8ca.beta.45,123.3,5.4e-39,beta
tr|H0ZCC0|H0ZCC0_TAEGU,8ca.beta.45,125.3,1.3e-39,beta
tr|H0ZNB9|H0ZNB9_TAEGU,8ca.beta.45,148.9,7.899999999999999e-47,beta
tr|H1W5K3|H1W5K3_COLHI,8ca.alpha.45,30.5,1e-10,alpha
tr|H2LM36|H2LM36_ORYLA,8ca.beta.45,135.4,1.1e-42,beta
tr|H2M6L2|H2M6L2_ORYLA,8ca.beta.45,138.5,1.1999999999999999e-43,beta
tr|H2PAD6|H2PAD6_PONAB,8ca.beta.45,107.9,2.6e-34,beta
tr|H2PRS8|H2PRS8_PONAB,8ca.beta.45,125.3,1.3e-39,beta
tr|H2QBA1|H2QBA1_PANTR,8ca.beta.45,168.6,7.9e-53,beta
tr|H2QMV4|H2QMV4_PANTR,8ca.beta.45,109.0,1.2e-34,beta
tr|H2QWD5|H2QWD5_PANTR,8ca.beta.45,164.8,1.2e-51,beta
tr|H2QX86|H2QX86_PANTR,8ca.beta.45,123.1,6.2e-39,beta
tr|H2ST55|H2ST55_TAKRU,8ca.beta.45,116.4,6.8e-37,beta
tr|H2SZ88|H2SZ88_TAKRU,8ca.beta.45,131.1,2.2e-41,beta
tr|H2TB98|H2TB98_TAKRU,8ca.beta.45,125.3,1.3e-39,beta
tr|H3B770|H3B770_LATCH,8ca.beta.45,124.1,3e-39,beta
tr|H3BCQ3|H3BCQ3_LATCH,8ca.beta.45,126.9,4.2e-40,beta
tr|H6R289|H6R289_NOCCG,8ca.alpha.45,19.6,2.2e-07,alpha
tr|I0HFM7|I0HFM7_ACTM4,8ca.alpha.45,13.3,1.9e-05,alpha
tr|I0UZ47|I0UZ47_9PSEU,8ca.alpha.45,20.7,1e-07,alpha
tr|I3K4L4|I3K4L4_ORENI,8ca.beta.45,142.9,5.4000000000000003e-45,beta
tr|I3M5C8|I3M5C8_ICTTR,8ca.beta.45,123.4,4.9e-39,beta
tr|I3MKV0|I3MKV0_ICTTR,8ca.beta.45,167.1,2.3e-52,beta
tr|I3N8P8|I3N8P8_ICTTR,8ca.beta.45,108.4,1.9e-34,beta
tr|I3WFG8|I3WFG8_BIFBI,8ca.alpha.45,28.0,5.9e-10,alpha
tr|I7GPE6|I7GPE6_MACFA,8ca.beta.45,167.7,1.5e-52,beta
tr|J4W6V5|J4W6V5_BEAB2,8ca.alpha.45,27.8,7e-10,alpha
tr|J7L7I9|J7L7I9_NOCAA,8ca.alpha.45,17.2,1.2e-06,alpha
tr|J9SHZ0|J9SHZ0_9ACTN,8ca.alpha.45,26.5,1.7e-09,alpha
tr|K0KKU6|K0KKU6_WICCF,8ca.alpha.45,24.9,5.4e-09,alpha
tr|K1WSS0|K1WSS0_TRIAC,8ca.alpha.45,23.4,1.5e-08,alpha
tr|K7G5E8|K7G5E8_PELSI,8ca.beta.45,147.3,2.3999999999999997e-46,beta
tr|K9FUB8|K9FUB8_PEND2,8ca.alpha.45,25.6,3.2e-09,alpha
tr|K9G629|K9G629_PEND1,8ca.alpha.45,25.6,3.2e-09,alpha
tr|L5LAX3|L5LAX3_MYODS,8ca.beta.45,152.3,7.700000000000001e-48,beta
tr|L7J4A2|L7J4A2_PYRO1,8ca.alpha.45,22.6,2.7e-08,alpha
tr|M3JCI2|M3JCI2_CANMX,8ca.alpha.45,24.3,8e-09,alpha
tr|M3W3J4|M3W3J4_FELCA,8ca.beta.45,162.4,6e-51,beta
tr|M3W5Q8|M3W5Q8_FELCA,8ca.beta.45,111.2,2.7e-35,beta
tr|M3WAR8|M3WAR8_FELCA,8ca.beta.45,124.8,1.8e-39,beta
tr|M3WN84|M3WN84_FELCA,8ca.beta.45,104.6,2.7e-33,beta
tr|M3XGD6|M3XGD6_FELCA,8ca.beta.45,161.4,1.2e-50,beta
tr|M3XJ23|M3XJ23_LATCH,8ca.beta.45,130.8,2.7999999999999997e-41,beta
tr|M3Y1M1|M3Y1M1_MUSPF,8ca.beta.45,124.3,2.7e-39,beta
tr|M3YH80|M3YH80_MUSPF,8ca.beta.45,171.7,8.8e-54,beta
tr|M3YH86|M3YH86_MUSPF,8ca.beta.45,164.1,1.9e-51,beta
tr|M3YUH5|M3YUH5_MUSPF,8ca.beta.45,126.6,5.3e-40,beta
tr|M3YZP6|M3YZP6_MUSPF,8ca.beta.45,74.2,5.0999999999999995e-24,beta
tr|M4EJ31|M4EJ31_BRACM,8ca.beta.45,175.7,5.499999999999999e-55,beta
tr|M4F0H8|M4F0H8_BRACM,8ca.alpha.45,28.7,3.5e-10,alpha
tr|M7T785|M7T785_EUTLA,8ca.alpha.45,22.2,3.5e-08,alpha
sp|O30711|CCMM_PICP2,8ca.gamma.45,59.3,1.4e-19,gamma
sp|O52535|CAH_KLEPN,8ca.beta.45,332.1,1.1e-102,beta
sp|O52538|CAH_PECCA,8ca.beta.45,364.5,1.3e-112,beta
sp|O57211|CAHH_VACCA,8ca.beta.45,51.0,5.9e-17,beta
sp|O70354|CAH11_MOUSE,8ca.beta.45,74.9,3.1999999999999998e-24,beta
sp|O94255|CAN_SCHPO,8ca.alpha.45,14.9,6.4e-06,alpha
sp|P06514|RBS_NOSS1,,,,NO_HIT
sp|P07452|CAH1_RABIT,8ca.beta.45,154.4,1.8e-48,beta
sp|P0DSY1|CAHH_VAR67,8ca.beta.45,55.2,3.2e-18,beta
sp|P0DSY2|CAHH_VARV,8ca.beta.45,55.2,3.2e-18,beta
sp|P16016|CAHC_SPIOL,8ca.alpha.45,25.3,3.9e-09,alpha
sp|P20508|CAHH_VACCC,8ca.beta.45,54.1,6.8e-18,beta
sp|P27141|CAHC_TOBAC,8ca.alpha.45,26.1,2.3e-09,alpha
sp|P39206|CAIE_ECOLI,8ca.gamma.45,134.4,1.3e-42,gamma
sp|P40880|CAHC_HORVU,8ca.alpha.45,24.2,8.7e-09,alpha
sp|P45148|CAN_HAEIN,8ca.alpha.45,20.9,8.6e-08,alpha
sp|P46281|CAHX_FLAPR,8ca.alpha.45,24.4,7.6e-09,alpha
sp|P46510|CAHX_FLABI,8ca.alpha.45,24.5,6.8e-09,alpha
sp|P46511|CAHX_FLABR,8ca.alpha.45,24.5,6.9e-09,alpha
sp|P46512|CAH1_FLALI,8ca.alpha.45,24.5,6.9e-09,alpha
sp|P46513|CAH2_FLALI,8ca.alpha.45,24.3,8.1e-09,alpha
sp|P54206|RBS_SYNY3,,,,NO_HIT
sp|P54212|CAH_DUNSA,8ca.beta.45,223.0,2e-69,beta
sp|P84537|CAH_LOBCS,8ca.beta.45,28.6,4.1e-10,beta
sp|P94170|CAH_NOSS1,8ca.beta.45,284.1,4.5e-88,beta
tr|P96878|P96878_MYCTU,8ca.alpha.45,22.3,3.4e-08,alpha
tr|Q08B00|Q08B00_XENLA,8ca.beta.45,154.5,1.6000000000000002e-48,beta
tr|Q0RGM2|Q0RGM2_FRAAA,,,,NO_HIT
sp|Q10462|CAH5_CAEEL,8ca.beta.45,111.1,2.8e-35,beta
sp|Q18932|CAH2_CAEEL,8ca.beta.45,77.1,6.5e-25,beta
sp|Q27504|CAH3_CAEEL,8ca.beta.45,145.4,9.4e-46,beta
sp|Q28106|CNTN1_BOVIN,,,,NO_HIT
tr|Q2J7Z0|Q2J7Z0_FRACC,,,,NO_HIT
sp|Q3SZX4|CAH3_BOVIN,8ca.beta.45,152.1,8.5e-48,beta
tr|Q3U3I1|Q3U3I1_MOUSE,8ca.beta.45,118.9,1.2e-37,beta
tr|Q3UUZ9|Q3UUZ9_MOUSE,8ca.beta.45,128.2,1.6e-40,beta
tr|Q4JXK2|Q4JXK2_CORJK,8ca.alpha.45,28.7,3.5e-10,alpha
tr|Q4SLF0|Q4SLF0_TETNG,8ca.beta.45,119.0,1e-37,beta
tr|Q567N5|Q567N5_DANRE,,,,NO_HIT
tr|Q568S6|Q568S6_DANRE,8ca.beta.45,120.1,5e-38,beta
sp|Q5BCC5|CAN_EMENI,8ca.alpha.45,22.2,3.6e-08,alpha
sp|Q5PPN4|CAH8_RAT,8ca.beta.45,121.2,2.3e-38,beta
sp|Q5R665|CAH11_PONAB,8ca.beta.45,72.5,1.7e-23,beta
tr|Q5W8G5|Q5W8G5_PHATR,8ca.alpha.45,25.0,4.7e-09,alpha
sp|Q66HG6|CAH5B_RAT,8ca.beta.45,143.6,3.4e-45,beta
tr|Q670P3|Q670P3_MERUN,8ca.beta.45,36.1,2.1e-12,beta
tr|Q68YC2|Q68YC2_ONCMY,8ca.beta.45,166.4,3.7e-52,beta
sp|Q6DAJ6|CAH_PECAS,8ca.beta.45,363.2,3.3e-112,beta
tr|Q6DBS1|Q6DBS1_DANRE,8ca.beta.45,134.5,1.9999999999999998e-42,beta
tr|Q6FTL6|Q6FTL6_CANGA,8ca.alpha.45,22.8,2.3e-08,alpha
tr|Q6GQ30|Q6GQ30_XENLA,8ca.beta.45,126.5,5.4e-40,beta
tr|Q6IRM3|Q6IRM3_XENLA,8ca.beta.45,117.8,2.4e-37,beta
sp|Q6RZI9|CAHH_RABPU,8ca.beta.45,54.3,6.1e-18,beta
sp|Q76EC5|CHST9_MOUSE,,,,NO_HIT
tr|Q7SYW3|Q7SYW3_XENLA,8ca.beta.45,141.6,1.4e-44,beta
tr|Q7SZR2|Q7SZR2_DANRE,8ca.beta.45,122.4,9.599999999999999e-39,beta
sp|Q7V2C7|CSOCA_PROMP,,,,NO_HIT
sp|Q7V6G1|CSOCA_PROMM,,,,NO_HIT
sp|Q865C0|CAH6_CANLF,8ca.beta.45,127.2,3.5e-40,beta
sp|Q866X6|CAH11_PIG,8ca.beta.45,75.6,1.7999999999999997e-24,beta
sp|Q866X7|CAH11_BOVIN,8ca.beta.45,74.3,4.8e-24,beta
tr|Q8CIN2|Q8CIN2_RAT,8ca.beta.45,108.8,1.4e-34,beta
tr|Q8CIN3|Q8CIN3_RAT,8ca.beta.45,108.7,1.5e-34,beta
sp|Q8KLU8|ACEK_CUPNH,,,,NO_HIT
sp|Q8L817|ATCA7_ARATH,8ca.beta.45,207.3,1.3e-64,beta
tr|Q8PAQ9|Q8PAQ9_XANCP,8ca.alpha.45,37.1,9.3e-13,alpha
tr|Q8SXB6|Q8SXB6_DROME,,,,NO_HIT
sp|Q8UWA5|CAH2_PSEHK,8ca.beta.45,182.0,6.7e-57,beta
sp|Q8V4Y0|CAHH_MONPZ,8ca.beta.45,52.0,3.1e-17,beta
tr|Q945G8|Q945G8_PHATR,8ca.alpha.45,28.7,3.6e-10,alpha
sp|Q94CE3|BCA5_ARATH,8ca.alpha.45,31.5,5.1e-11,alpha
sp|Q95203|CAH11_SHEEP,8ca.beta.45,75.7,1.7e-24,beta
sp|Q97YU3|CS2H_SACS2,8ca.alpha.45,84.4,2.9e-27,alpha
sp|Q9FMV1|GCAL1_ARATH,8ca.gamma.45,123.9,2.1e-39,gamma
tr|Q9I909|Q9I909_XENLA,8ca.beta.45,116.6,6e-37,beta
sp|Q9JFA1|CAHH_VACCT,8ca.beta.45,55.5,2.6e-18,beta
sp|Q9NS85|CAH10_HUMAN,8ca.beta.45,96.1,1.1000000000000001e-30,beta
sp|Q9SUB4|ATCA6_ARATH,8ca.beta.45,169.2,5.2e-53,beta
tr|Q9SYW6|Q9SYW6_GOSHI,8ca.alpha.45,28.5,4.3e-10,alpha
tr|Q9V396|Q9V396_DROME,8ca.beta.45,150.5,2.5999999999999997e-47,beta
tr|Q9VB76|Q9VB76_DROME,8ca.beta.45,102.0,1.7000000000000002e-32,beta
tr|Q9VHJ5|Q9VHJ5_DROME,8ca.alpha.45,30.2,1.2e-10,alpha
tr|Q9VTU8|Q9VTU8_DROME,8ca.beta.45,136.7,4.199999999999999e-43,beta
sp|Q9ZUC2|BCA3_ARATH,8ca.alpha.45,26.1,2.2e-09,alpha
tr|R4GDY8|R4GDY8_DANRE,8ca.beta.45,124.1,2.9e-39,beta
tr|R7Y919|R7Y919_9ACTN,8ca.alpha.45,26.7,1.4e-09,alpha
sp|S5FU55|CS2H2_ACITH,8ca.alpha.45,96.6,5.1e-31,alpha
tr|T1EGS8|T1EGS8_HELRO,8ca.beta.45,71.7,2.9e-23,beta
tr|T1F9E8|T1F9E8_HELRO,8ca.beta.45,17.7,8.5e-07,beta
tr|T1FU24|T1FU24_HELRO,8ca.beta.45,43.4,1.2e-14,beta
tr|U3DPM7|U3DPM7_CALJA,8ca.beta.45,119.5,7.700000000000001e-38,beta
tr|U3E218|U3E218_CALJA,8ca.beta.45,119.8,6.200000000000001e-38,beta
tr|U3JHK9|U3JHK9_FICAL,8ca.beta.45,122.0,1.3e-38,beta
tr|U3JQR7|U3JQR7_FICAL,8ca.beta.45,143.8,2.9e-45,beta
tr|U3K5R4|U3K5R4_FICAL,8ca.beta.45,111.7,1.7999999999999998e-35,beta
tr|U3KMX4|U3KMX4_RABIT,8ca.beta.45,134.8,1.6e-42,beta
tr|U4LTF3|U4LTF3_PYROM,8ca.alpha.45,23.6,1.4e-08,alpha
tr|U7PSL7|U7PSL7_SPOS1,8ca.alpha.45,19.7,2.1e-07,alpha
tr|V4LRW5|V4LRW5_EUTSA,8ca.beta.45,203.8,1.3999999999999999e-63,beta
tr|V4MBW7|V4MBW7_EUTSA,8ca.alpha.45,22.2,3.6e-08,alpha
tr|V5FXJ4|V5FXJ4_BYSSN,8ca.alpha.45,30.5,1e-10,alpha
tr|V9HW21|V9HW21_HUMAN,8ca.beta.45,166.7,3e-52,beta
tr|W1QGH5|W1QGH5_OGAPD,8ca.alpha.45,25.2,4.2e-09,alpha
tr|W5K914|W5K914_ASTMX,8ca.beta.45,135.7,8.499999999999999e-43,beta
tr|W5M5J7|W5M5J7_LEPOC,8ca.beta.45,134.9,1.5e-42,beta
tr|W5NG14|W5NG14_LEPOC,8ca.beta.45,112.5,1e-35,beta
tr|W5PTU7|W5PTU7_SHEEP,8ca.beta.45,157.5,1.9e-49,beta
tr|W5TKF5|W5TKF5_9NOCA,8ca.alpha.45,24.6,6.7e-09,alpha
tr|W6QRJ4|W6QRJ4_PENRF,8ca.alpha.45,19.2,3e-07,alpha
tr|W7I655|W7I655_9PEZI,8ca.alpha.45,17.8,8.1e-07,alpha
tr|W7MX47|W7MX47_GIBM7,8ca.alpha.45,27.2,1.1e-09,alpha
tr|W7SR55|W7SR55_KUTS7,8ca.alpha.45,26.4,1.8e-09,alpha
tr|W8F4W3|W8F4W3_9BACT,8ca.alpha.45,33.1,1.6e-11,alpha
tr|X5KZ71|X5KZ71_9FLAO,8ca.alpha.45,30.5,1e-10,alpha
tr|A0A009HJI5|A0A009HJI5_9GAMM,8ca.alpha.45,27.3,9.7e-10,alpha
tr|A0A009HXV0|A0A009HXV0_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A009ISC4|A0A009ISC4_ACIB9,8ca.alpha.45,28.6,3.8e-10,alpha
tr|A0A009ITE1|A0A009ITE1_ACIB9,8ca.alpha.45,29.4,2.2e-10,alpha
tr|A0A009MKH3|A0A009MKH3_9GAMM,8ca.alpha.45,27.5,8.2e-10,alpha
tr|A0A009NI58|A0A009NI58_9GAMM,8ca.alpha.45,27.3,9.7e-10,alpha
tr|A0A009PMS8|A0A009PMS8_ACIBA,8ca.alpha.45,28.6,3.8e-10,alpha
tr|A0A009QGE7|A0A009QGE7_ACIBA,8ca.alpha.45,30.4,1.1e-10,alpha
tr|A0A009QS41|A0A009QS41_9GAMM,8ca.alpha.45,27.3,9.7e-10,alpha
tr|A0A009RRT4|A0A009RRT4_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A009S8S1|A0A009S8S1_ACIBA,8ca.alpha.45,29.4,2.2e-10,alpha
tr|A0A009SZA0|A0A009SZA0_ACIBA,8ca.alpha.45,29.4,2.1e-10,alpha
tr|A0A009Z9W2|A0A009Z9W2_9GAMM,8ca.alpha.45,25.7,3e-09,alpha
tr|A0A009ZXX0|A0A009ZXX0_9GAMM,8ca.alpha.45,29.4,2.3e-10,alpha
tr|A0A010JJM7|A0A010JJM7_9GAMM,8ca.alpha.45,27.3,9.7e-10,alpha
tr|A0A010K2H8|A0A010K2H8_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A010Q209|A0A010Q209_9PEZI,8ca.beta.45,145.7,7.799999999999999e-46,beta
tr|A0A010QWB5|A0A010QWB5_9PEZI,8ca.alpha.45,26.1,2.3e-09,alpha
tr|A0A010RJN1|A0A010RJN1_9PEZI,8ca.alpha.45,90.1,5.2e-29,alpha
tr|A0A010RTD2|A0A010RTD2_PSEFL,8ca.alpha.45,24.6,6.4e-09,alpha
tr|A0A010RWJ7|A0A010RWJ7_PSEFL,8ca.alpha.45,29.0,3e-10,alpha
tr|A0A010RWK4|A0A010RWK4_9PEZI,8ca.alpha.45,28.5,4e-10,alpha
tr|A0A010RXW9|A0A010RXW9_9PEZI,8ca.beta.45,137.4,2.5999999999999996e-43,beta
tr|A0A010RY05|A0A010RY05_PSEFL,8ca.alpha.45,44.4,5.3e-15,alpha
tr|A0A010RZ00|A0A010RZ00_9PEZI,8ca.beta.45,141.0,2.1000000000000003e-44,beta
tr|A0A010SNB3|A0A010SNB3_PSEFL,8ca.alpha.45,39.4,1.8e-13,alpha
tr|A0A010ZPL5|A0A010ZPL5_9ACTN,8ca.alpha.45,23.0,2e-08,alpha
tr|A0A011NAQ1|A0A011NAQ1_9PROT,8ca.beta.45,276.3,1.1e-85,beta
tr|A0A011NBZ8|A0A011NBZ8_9PAST,8ca.alpha.45,24.2,8.8e-09,alpha
tr|A0A011NH59|A0A011NH59_9PROT,8ca.alpha.45,20.8,9.6e-08,alpha
tr|A0A011NNT0|A0A011NNT0_ACCRE,8ca.alpha.45,24.5,7.1e-09,alpha
tr|A0A011NRP6|A0A011NRP6_9PROT,8ca.alpha.45,26.2,2.1e-09,alpha
tr|A0A011NYQ4|A0A011NYQ4_9PROT,8ca.beta.45,280.5,5.8e-87,beta
tr|A0A011P888|A0A011P888_9PROT,8ca.gamma.45,172.0,3.6e-54,gamma
tr|A0A011PPY3|A0A011PPY3_9PROT,8ca.alpha.45,21.0,8.1e-08,alpha
tr|A0A011PSZ5|A0A011PSZ5_ACCRE,8ca.alpha.45,26.1,2.3e-09,alpha
tr|A0A011PUS7|A0A011PUS7_ACCRE,8ca.beta.45,282.3,1.6000000000000001e-87,beta
tr|A0A011PV56|A0A011PV56_9PROT,8ca.alpha.45,24.3,8.2e-09,alpha
tr|A0A011Q4S7|A0A011Q4S7_9PROT,8ca.beta.45,284.8,2.8e-88,beta
tr|A0A011QJE3|A0A011QJE3_9PROT,8ca.alpha.45,21.1,7.7e-08,alpha
tr|A0A011QN60|A0A011QN60_9PROT,8ca.alpha.45,18.7,4.2e-07,alpha
tr|A0A011RJ28|A0A011RJ28_9PROT,8ca.beta.45,233.0,1.8e-72,beta
tr|A0A011SJT0|A0A011SJT0_9LACT,8ca.alpha.45,35.6,2.7e-12,alpha
tr|A0A011U6U2|A0A011U6U2_9HYPH,8ca.alpha.45,28.4,4.3e-10,alpha
tr|A0A011UDX5|A0A011UDX5_BRUAN,8ca.alpha.45,13.2,2.1e-05,alpha
tr|A0A011UIF6|A0A011UIF6_9HYPH,8ca.alpha.45,10.9,0.00011,alpha
tr|A0A011UXW4|A0A011UXW4_9MICO,8ca.alpha.45,27.9,6.1e-10,alpha
tr|A0A011V9L9|A0A011V9L9_BRUAN,8ca.alpha.45,20.2,1.4e-07,alpha
tr|A0A013S8D2|A0A013S8D2_9GAMM,8ca.alpha.45,27.2,1e-09,alpha
tr|A0A013SAM9|A0A013SAM9_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A013SJD1|A0A013SJD1_9GAMM,8ca.alpha.45,27.4,8.7e-10,alpha
tr|A0A013UZ86|A0A013UZ86_9GAMM,8ca.alpha.45,27.3,9.7e-10,alpha
tr|A0A013VFZ3|A0A013VFZ3_9SPHN,8ca.alpha.45,11.5,6.7e-05,alpha
tr|A0A013WZ86|A0A013WZ86_9SPHN,8ca.alpha.45,37.3,8.3e-13,alpha
tr|A0A014LXZ4|A0A014LXZ4_9GAMM,8ca.alpha.45,13.1,2.2e-05,alpha
tr|A0A014MFP9|A0A014MFP9_9ACTN,8ca.alpha.45,19.0,3.4e-07,alpha
tr|A0A014MPE2|A0A014MPE2_9ACTN,8ca.alpha.45,91.0,2.6e-29,alpha
tr|A0A014NZQ4|A0A014NZQ4_9BURK,8ca.alpha.45,28.6,3.9e-10,alpha
tr|A0A014PTT0|A0A014PTT0_9GAMM,8ca.alpha.45,16.0,2.9e-06,alpha
tr|A0A015J7R2|A0A015J7R2_RHIIW,8ca.alpha.45,18.5,4.9e-07,alpha
tr|A0A015JKU9|A0A015JKU9_RHIIW,8ca.beta.45,143.6,3.3e-45,beta
tr|A0A015JSK6|A0A015JSK6_RHIIW,8ca.beta.45,175.4,6.6e-55,beta
tr|A0A015JWN9|A0A015JWN9_RHIIW,8ca.beta.45,195.7,4.4e-61,beta
tr|A0A015N906|A0A015N906_RHIIW,8ca.alpha.45,25.5,3.4e-09,alpha
tr|A0A016S693|A0A016S693_9BILA,8ca.beta.45,130.6,3.1e-41,beta
tr|A0A016S6A2|A0A016S6A2_9BILA,8ca.beta.45,59.7,1.3e-19,beta
tr|A0A016S6C7|A0A016S6C7_9BILA,8ca.beta.45,130.4,3.6999999999999997e-41,beta
tr|A0A016S6E0|A0A016S6E0_9BILA,8ca.beta.45,55.6,2.3e-18,beta
tr|A0A016S6V2|A0A016S6V2_9BILA,8ca.beta.45,119.5,7.5e-38,beta
tr|A0A016S773|A0A016S773_9BILA,8ca.beta.45,116.1,8.100000000000001e-37,beta
tr|A0A016S7F0|A0A016S7F0_9BILA,8ca.beta.45,134.3,2.4e-42,beta
tr|A0A016TA97|A0A016TA97_9BILA,8ca.beta.45,143.1,4.8e-45,beta
tr|A0A016TAD1|A0A016TAD1_9BILA,8ca.beta.45,143.8,3e-45,beta
tr|A0A016TAG0|A0A016TAG0_9BILA,8ca.beta.45,138.8,9.6e-44,beta
tr|A0A016U3U8|A0A016U3U8_9BILA,8ca.beta.45,91.9,2.0000000000000002e-29,beta
tr|A0A016U4B9|A0A016U4B9_9BILA,8ca.beta.45,96.5,8.1e-31,beta
tr|A0A016U4P7|A0A016U4P7_9BILA,8ca.beta.45,44.6,5.3e-15,beta
tr|A0A016U4Q3|A0A016U4Q3_9BILA,8ca.beta.45,68.4,3e-22,beta
tr|A0A016U5C3|A0A016U5C3_9BILA,8ca.beta.45,44.5,5.8e-15,beta
tr|A0A016U7Q4|A0A016U7Q4_9BILA,8ca.beta.45,64.1,6.1e-21,beta
tr|A0A016UB31|A0A016UB31_9BILA,8ca.beta.45,141.4,1.5e-44,beta
tr|A0A016VVR2|A0A016VVR2_9BILA,,,,NO_HIT
tr|A0A016VVZ6|A0A016VVZ6_9BILA,,,,NO_HIT
tr|A0A016WBP7|A0A016WBP7_9BILA,8ca.beta.45,114.3,2.9e-36,beta
tr|A0A016WCA0|A0A016WCA0_9BILA,8ca.beta.45,114.3,2.9e-36,beta
tr|A0A016WCC1|A0A016WCC1_9BILA,8ca.beta.45,133.6,3.8e-42,beta
